mse,psnr,ssim,a-gcnr,h-gcnr,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
2798.709319111111,13.661225669611152,0.8464746146148341,0.21485727616485673,0.11712210752910462,0.01208834846808144,0.0,0.0,0.0,inf,2.5,50.0,10
2807.294272,13.647924213338454,0.8468058130343362,0.21720293573617833,0.11573703868275648,-0.009815156903649992,0.0,0.0,0.0,inf,2.5,50.0,10
2610.7298702222224,13.963184227642149,0.8604677893407736,0.22216499715887117,0.12127874899819341,0.002422890489441713,0.0,0.0,0.0,inf,2.5,50.0,10
2881.7193102222222,13.534286841672714,0.6520419499537217,0.16252580620379242,0.03410110212099454,0.06102214937352063,0.0,0.0,0.0,inf,2.5,50.0,10
2838.551608888889,13.599835661458634,0.6679003024204409,0.13709357687337648,0.016423177409953194,0.06489903537942897,0.0,0.0,0.0,inf,2.5,50.0,10
3032.099178666667,13.31336958088896,0.7024878957203973,0.18250498060049503,0.04863396074110127,0.0487206250104712,0.0,0.0,0.0,inf,2.5,50.0,10
2954.3643733333333,13.426163033486114,0.7334077895947319,0.16606982474020077,0.06385196479201982,0.040489742839682694,0.0,0.0,0.0,inf,2.5,50.0,10
2929.134897777778,13.463409878167488,0.7139463308193705,0.17306359491405265,0.03527315853869112,0.05443467592062209,0.0,0.0,0.0,inf,2.5,50.0,10
2961.8732302222224,13.415138943238905,0.7156396092697039,0.17217801161828,0.051772626554907275,0.04488915943568656,0.0,0.0,0.0,inf,2.5,50.0,10
2922.469582222222,13.473303612536352,0.7215172794605188,0.17362310177283657,0.05905487134185755,0.0404576157599644,0.0,0.0,0.0,inf,2.5,50.0,10
2858.4101404444446,13.569558169754947,0.7047068982715894,0.13343250961050068,0.04345938008470546,0.053754637335342026,0.0,0.0,0.0,inf,2.5,50.0,10
3033.3691875555555,13.31155089904225,0.7176536046514954,0.18785466427904546,0.0635394409077139,0.045068258591324226,0.0,0.0,0.0,inf,2.5,50.0,10
2964.704398222222,13.410989632083778,0.7040963435355748,0.16148710177459602,0.03746538096124752,0.04945063767472456,0.0,0.0,0.0,inf,2.5,50.0,10
2873.0636088888887,13.547351196014635,0.652894333499057,0.16748462885347176,0.02032886597696071,0.05962926914602748,0.0,0.0,0.0,inf,2.5,50.0,10
2938.9680995555555,13.448854887327531,0.7098101339487237,0.15752699473111825,0.03845077398049079,0.045473608758022,0.0,0.0,0.0,inf,2.5,50.0,10
2876.6387128888887,13.541950401146888,0.6967744326391271,0.16297451378737265,0.021351994249327155,0.052725934990494404,0.0,0.0,0.0,inf,2.5,50.0,10
2891.397553777778,13.519725516110386,0.625399359574159,0.14750027918113645,0.011717950684962897,0.05582422758086695,0.0,0.0,0.0,inf,2.5,50.0,10
