mse,psnr,ssim,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
5245.394187190529,10.933022302279426,0.8818793913693139,-0.0014220431386465157,0.0,0.0,0.0,inf,2.5,50.0,10
5933.351800777406,10.397802615433012,0.8613590717689359,0.014309955622577246,0.0,0.0,0.0,inf,2.5,50.0,10
7135.875356849083,9.596331053049742,0.8137665045172813,0.02225199027885465,0.0,0.0,0.0,inf,2.5,50.0,10
6433.693795261367,10.046199735890067,0.8369251429356096,0.01921786745689491,0.0,0.0,0.0,inf,2.5,50.0,10
7362.326430218867,9.460652916176386,0.8063921402410402,0.02460768411309556,0.0,0.0,0.0,inf,2.5,50.0,10
7039.684585732488,9.655271599281582,0.8287991805086324,0.02183746864333571,0.0,0.0,0.0,inf,2.5,50.0,10
5950.192803341882,10.385493225224103,0.8696776599124324,0.00963762383350708,0.0,0.0,0.0,inf,2.5,50.0,10
6603.422154481379,9.933112984122197,0.843280855165596,0.018193017691711957,0.0,0.0,0.0,inf,2.5,50.0,10
7537.578458411961,9.358485151388688,0.8012021497749654,0.026976011474415397,0.0,0.0,0.0,inf,2.5,50.0,10
7805.502846728278,9.206794744144041,0.778005868929212,0.037734281053298534,0.0,0.0,0.0,inf,2.5,50.0,10
7509.433202690279,9.374732023235898,0.7693640381251419,0.03515097175234036,0.0,0.0,0.0,inf,2.5,50.0,10
8088.820551281431,9.051951600730543,0.7774584318569595,0.03152374695414939,0.0,0.0,0.0,inf,2.5,50.0,10
7041.819890001774,9.653954480262032,0.8393031738741049,0.013737717915086683,0.0,0.0,0.0,inf,2.5,50.0,10
7254.752423348011,9.524577646328774,0.8291968909797067,0.01833141720405835,0.0,0.0,0.0,inf,2.5,50.0,10
8135.759100659667,9.026822801964743,0.7566827028057812,0.03518251009993529,0.0,0.0,0.0,inf,2.5,50.0,10
8045.759245818615,9.075133278820847,0.7719497526771862,0.03640719035068227,0.0,0.0,0.0,inf,2.5,50.0,10
6231.249834680086,10.185051967343504,0.8551649966508901,0.011866536622232242,0.0,0.0,0.0,inf,2.5,50.0,10
10207.260108707924,8.041711789531261,0.6683070811363893,0.06528912275311144,0.0,0.0,0.0,inf,2.5,50.0,10
7718.966790858212,9.255211883895209,0.7894707972233106,0.03136990333105508,0.0,0.0,0.0,inf,2.5,50.0,10
9880.277495524266,8.183112185998624,0.71229204575271,0.04391218216740928,0.0,0.0,0.0,inf,2.5,50.0,10
8784.663053821712,8.693552525974727,0.7519031794723046,0.04085890065653433,0.0,0.0,0.0,inf,2.5,50.0,10
9428.906178932597,8.386190464982125,0.7147769289040087,0.043571241064409856,0.0,0.0,0.0,inf,2.5,50.0,10
9521.990306607959,8.343526258412455,0.6831546879059438,0.05744940882612551,0.0,0.0,0.0,inf,2.5,50.0,10
7976.747455686199,9.112545183889658,0.7587550810692296,0.034493699335213686,0.0,0.0,0.0,inf,2.5,50.0,10
7074.223399622587,9.634015904200798,0.8164241091477846,0.02385859305045583,0.0,0.0,0.0,inf,2.5,50.0,10
8192.615296527476,8.996577988460485,0.7771511300409164,0.03524504581412845,0.0,0.0,0.0,inf,2.5,50.0,10
6869.917114240093,9.761288635529459,0.8209103102558731,0.02671197666669574,0.0,0.0,0.0,inf,2.5,50.0,10
8619.62668344059,8.775919039564945,0.741211549120078,0.04314209076477191,0.0,0.0,0.0,inf,2.5,50.0,10
6524.351429815648,9.985430148885222,0.8042510895013957,0.03144307642045115,0.0,0.0,0.0,inf,2.5,50.0,10
6434.816615861035,10.04544186294866,0.8364202637983357,0.018149848862264326,0.0,0.0,0.0,inf,2.5,50.0,10
6319.31455944259,10.124103868886342,0.8415884292551876,0.018089085059316425,0.0,0.0,0.0,inf,2.5,50.0,10
7551.523620586765,9.350457756949531,0.7888102502557715,0.030211346052277682,0.0,0.0,0.0,inf,2.5,50.0,10
8188.59186142159,8.998711354680776,0.7454540038113654,0.03959672164593923,0.0,0.0,0.0,inf,2.5,50.0,10
7681.636183287366,9.276266265537668,0.7830370127433817,0.03552272969105182,0.0,0.0,0.0,inf,2.5,50.0,10
6740.490411444976,9.843888656328389,0.8242820340398381,0.023896768988231665,0.0,0.0,0.0,inf,2.5,50.0,10
9050.354816857793,8.564147549242806,0.68477200795866,0.05815612153503626,0.0,0.0,0.0,inf,2.5,50.0,10
8162.1976419735165,9.012732541626765,0.7854743867753157,0.03139019811685305,0.0,0.0,0.0,inf,2.5,50.0,10
7681.211157884551,9.27650656758983,0.7790202871014937,0.036899457921422435,0.0,0.0,0.0,inf,2.5,50.0,10
8096.773310107901,9.047683806070964,0.7894233733968464,0.031530997280106735,0.0,0.0,0.0,inf,2.5,50.0,10
6658.294592022709,9.897173545381706,0.8385198100269442,0.01854998878243587,0.0,0.0,0.0,inf,2.5,50.0,10
7860.866631183368,9.176099328446409,0.7709941606126762,0.032105655011784216,0.0,0.0,0.0,inf,2.5,50.0,10
8187.82480927727,8.999118191561582,0.7571576891119386,0.03695920208199849,0.0,0.0,0.0,inf,2.5,50.0,10
8413.422477056822,8.88107663459758,0.7544717454296291,0.04093816172290628,0.0,0.0,0.0,inf,2.5,50.0,10
6877.644102514476,9.75640662239307,0.8385322443355614,0.01989789347456973,0.0,0.0,0.0,inf,2.5,50.0,10
7410.029047918582,9.432604504154346,0.7814215321425717,0.030160867386539086,0.0,0.0,0.0,inf,2.5,50.0,10
8351.327317301333,8.913248553521479,0.7672676064696177,0.04016612471699692,0.0,0.0,0.0,inf,2.5,50.0,10
