mse,psnr,ssim,a-gcnr,h-gcnr,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
2968.778062222222,13.405026287332722,0.8285746672075096,0.2937687410368849,0.05816067346123338,-0.012831631591679181,0.0,0.0,0.0,inf,2.5,50.0,10
2766.596949333333,13.711344671517347,0.8456842147321825,0.2850260045346428,0.06322249500217147,-0.0002167535262339811,0.0,0.0,0.0,inf,2.5,50.0,10
3210.547249777778,13.065012950356554,0.7681802658650434,0.2529430452302641,0.030240107981910735,-0.02302155074444973,0.0,0.0,0.0,inf,2.5,50.0,10
2809.2022613333334,13.644973515279782,0.8434884446014062,0.28283365454358744,0.0639367817657262,0.0033885888638171976,0.0,0.0,0.0,inf,2.5,50.0,10
2866.849109333333,13.55675525510689,0.8419634377508888,0.28762940590006614,0.05857075655109467,-0.0043764880745924325,0.0,0.0,0.0,inf,2.5,50.0,10
2758.486904888889,13.724094342554983,0.8457332081461065,0.2848157125006959,0.06325937587685132,-3.8541382906578334e-05,0.0,0.0,0.0,inf,2.5,50.0,10
2882.4770417777777,13.533145039363628,0.8420570692439577,0.28555485362951183,0.06411681549279014,-0.006555000666733823,0.0,0.0,0.0,inf,2.5,50.0,10
2769.3362631111113,13.707046682689326,0.8455698794610539,0.28444667001306356,0.06295182872725308,-0.0009089297708846347,0.0,0.0,0.0,inf,2.5,50.0,10
2760.798976,13.72045575667366,0.845789868767741,0.2845198819897187,0.06327257737490166,-0.0002898942870374202,0.0,0.0,0.0,inf,2.5,50.0,10
2938.1044124444443,13.450131354644824,0.8350730860877248,0.2769921430094877,0.05369743751080591,-0.00883457420565215,0.0,0.0,0.0,inf,2.5,50.0,10
3036.3689244444445,13.307258228551259,0.8254807684587212,0.2762249921964851,0.05198764440569281,0.010540736804665803,0.0,0.0,0.0,inf,2.5,50.0,10
2774.4187235555555,13.699083541644193,0.8455404435374135,0.28465371349964375,0.06328906958208352,-0.0011066323963116573,0.0,0.0,0.0,inf,2.5,50.0,10
2812.5385386666667,13.639818788096104,0.84151597027017,0.280917630461674,0.059507646660054425,0.004737504985970814,0.0,0.0,0.0,inf,2.5,50.0,10
2887.556152888889,13.525499223737128,0.8353651855216029,0.2845229167800193,0.05873186389012214,-0.009883541746329744,0.0,0.0,0.0,inf,2.5,50.0,10
2753.738481777778,13.731576672540937,0.8457589311131345,0.2844223860647762,0.06341158380265882,-0.0006476996194444721,0.0,0.0,0.0,inf,2.5,50.0,10
2758.1053653333333,13.724695077631106,0.8457186183786315,0.28486120360671907,0.06324275117980255,-6.686260563720022e-05,0.0,0.0,0.0,inf,2.5,50.0,10
3085.8724693333334,13.237023869726876,0.8223318463524049,0.2612535259122981,0.0473294019643275,0.015387951930794806,0.0,0.0,0.0,inf,2.5,50.0,10
3129.217038222222,13.176446746046262,0.8162760758359981,0.2734341208892895,0.048718932584311314,-0.01719583263158086,0.0,0.0,0.0,inf,2.5,50.0,10
2896.262769777778,13.512423992380103,0.8384125508185835,0.284611683524333,0.05464805262674244,-0.009214422468459618,0.0,0.0,0.0,inf,2.5,50.0,10
3106.2879786666667,13.208386449073537,0.8175062222435936,0.26942455790382336,0.05924590168382737,0.015394115570001784,0.0,0.0,0.0,inf,2.5,50.0,10
2925.86528,13.468260354899545,0.8344639065669706,0.290644912906417,0.060024967262279794,-0.008409746157345278,0.0,0.0,0.0,inf,2.5,50.0,10
3014.804672,13.338211812476438,0.8293964944709223,0.2653739439343943,0.049018244311156534,-0.011204822866293542,0.0,0.0,0.0,inf,2.5,50.0,10
2777.096049777778,13.694894601716312,0.8450396436814724,0.28399093371985895,0.062353315577323765,0.0016192699437643674,0.0,0.0,0.0,inf,2.5,50.0,10
2760.5745848888887,13.720808755145228,0.8457393931510093,0.2848613252685134,0.063217951585464,7.86643954330841e-05,0.0,0.0,0.0,inf,2.5,50.0,10
2771.045745777778,13.704366654808897,0.8454129428271174,0.28645456032188377,0.06335186212077742,-0.0019281250122289862,0.0,0.0,0.0,inf,2.5,50.0,10
2947.219456,13.43667885356873,0.8358772466541649,0.28936076418711343,0.0616985141155304,-0.009884585114135046,0.0,0.0,0.0,inf,2.5,50.0,10
3026.707392,13.32109923453531,0.8242293981177488,0.28221949868885654,0.04932130660353429,0.012796863851824181,0.0,0.0,0.0,inf,2.5,50.0,10
2761.3677724444447,13.71956108916623,0.8458148323063457,0.28561815030464355,0.06343078672642521,-0.0006312129236065977,0.0,0.0,0.0,inf,2.5,50.0,10
2815.962545777778,13.634534867722001,0.8426374244507723,0.2886817106153924,0.060325235161736934,-0.004101257392648391,0.0,0.0,0.0,inf,2.5,50.0,10
3021.6306346666665,13.32838985950995,0.82885949816955,0.2584333351489858,0.046598113843589806,-0.012427307509995702,0.0,0.0,0.0,inf,2.5,50.0,10
3125.668344888889,13.181374663997099,0.8129610630869821,0.2594897998535057,0.04455256930560525,0.01441135138929163,0.0,0.0,0.0,inf,2.5,50.0,10
3134.410375111111,13.169245046706541,0.7948671376019688,0.26454471614727515,0.04533334171794989,0.021137963964087434,0.0,0.0,0.0,inf,2.5,50.0,10
2786.728248888889,13.679857408314092,0.8426898806268681,0.28579239789804906,0.06015360420446064,-0.005629172847632218,0.0,0.0,0.0,inf,2.5,50.0,10
2799.391687111111,13.660166922517574,0.8439161369583413,0.2828131243012436,0.06266587942761559,-0.003646395344060409,0.0,0.0,0.0,inf,2.5,50.0,10
